CMVQ,GRM
CMUL,GRM
CMHO,GRM
CMJM,GRM
CGTQ,GRM
CGYK,GRM
CMDD,GRM
CMFB,GRM
CMAJ,GRM
CMJB,GRM
CMRD,GRM
CMAV,GRM
CMIL,GRM
CGSS,GRM
CWBZ,GRM
CMAC,GRM
CMSS,GRM
CGTZ,GRM
CMTI,Dru
CMZE,Dru
CMBC,Dru
CMCR,Mau
CMSH,Mau
CMFP,Mau
CMOY,Mau
CMDE,Que
CMPV,Que
CMCG,Que
CMDS,Que
CGVI,Que
CMND,Que
CMAO,Estrie
CMDI,Estrie
CMHI,Estrie
CMFA,Laur.
CMHU,Gati
CMPC,H. Gat.
CMMS,Laurier
CMTE,Temis.
CMBE,Abitibi
CMTP,Abitibi
CMED,La-Tuq.
CMAU,Kamou.
CMUC,Sag.
CMPE,Lac
